,ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module,測站氣壓,海平面氣壓,測站最高氣壓,測站最高氣壓時間,測站最低氣壓,測站最低氣壓時間,氣溫,最高氣溫,最高氣溫時間,最低氣溫,最低氣溫時間,露點溫度,相對溼度,最小相對溼度,最小相對溼度時間,風速,風向,最大陣風,最大陣風風向,最大陣風風速時間,降水量,降水時數,最大十分鐘降水量,最大十分鐘降水量起始時間,最大六十分鐘降水量,最大六十分鐘降水量起始時間,日照時數,日照率,全天空日射量,能見度,A型蒸發量,日最高紫外線指數,日最高紫外線指數時間,總雲量
2721,2344,2021/7/26,31.6,1559,14.5,498.56,24.04,120.52,2.21,64379,30.6,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
2722,2345,2021/7/26,32.2,949,14.5,267.52,24.08,120.52,-2.13,99367,30.6,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
2723,2346,2021/7/26,34.6,1226,14.5,314.88,24.06,120.47,0.0,56367,30.6,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
2724,2347,2021/7/26,37.2,1372,14.5,352.0,24.07,120.47,0.0,54467,30.6,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
2725,2348,2021/7/26,41.2,394,14.5,99.84,24.07,120.48,10.35,225467,30.6,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
2726,2349,2021/7/26,43.9,1006,14.5,278.4,24.09,120.52,0.0,96108,30.6,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
2727,2350,2021/7/26,45.6,403,14.5,99.2,24.08,120.5,1.76,257517,30.6,AUO PM060MW3 320W,988.6 ,998.2 ,990.4 ,2021-07-26 00:01 ,986.8 ,2021-07-26 15:22 ,28.9 ,32.5 ,2021-07-26 14:58 ,26.4 ,2021-07-26 10:41 ,25.8 ,84 ,68 ,2021-07-26 15:02 ,1.8 ,200 ,10.7 ,220 ,2021-07-26 10:36 ,21.0 ,2.6 ,11.5 ,2021-07-26 10:35 ,12.5 ,2021-07-26 10:25 ,3.0 ,22.6 ,13.51 ,13.3 ,-2.4 ,8 ,2021-07-26 14:00 ,6.0 
2728,2355,2021/7/27,30.2,2708,24.58,492.8,24.107,120.44,4.63,4,30.5,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2729,2356,2021/7/27,30.2,1355,24.58,246.4,24.107,120.44,4.63,8,30.5,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2730,2357,2021/7/27,34.6,1408,24.58,267.52,24.08,120.52,-2.13,154108,31.3,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2731,2358,2021/7/27,48.9,1907,24.58,352.0,24.07,120.47,0.0,79904,31.3,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2732,2359,2021/7/27,53.6,1682,24.58,314.88,24.06,120.47,0.0,79646,31.3,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2733,2360,2021/7/27,57.6,555,24.58,99.2,24.08,120.5,1.76,17,31.3,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2734,2361,2021/7/27,60.9,538,24.58,99.84,24.07,120.48,10.35,318583,31.3,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2735,2362,2021/7/27,61.1,1453,24.58,278.4,24.09,120.52,0.0,155842,31.3,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2736,2363,2021/7/27,62.7,2712,24.58,498.56,24.04,120.52,2.21,4,31.3,AUO PM060MW3 320W,987.2 ,996.7 ,988.8 ,2021-07-27 06:31 ,984.7 ,2021-07-27 15:08 ,30.6 ,34.9 ,2021-07-27 15:01 ,27.8 ,2021-07-27 04:42 ,25.0 ,73 ,53 ,2021-07-27 14:47 ,1.8 ,200 ,7.8 ,250 ,2021-07-27 15:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,65.6 ,25.17 ,13.5 ,5.7 ,10 ,2021-07-27 13:00 ,5.5 
2737,2368,2021/7/28,30.2,2580,23.4,492.8,24.107,120.44,4.63,4,31.4,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2738,2369,2021/7/28,30.2,1294,23.4,246.4,24.107,120.44,4.63,8,31.4,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2739,2372,2021/7/28,36.0,1261,23.4,267.52,24.08,120.52,-2.13,119117,31.6,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2740,2373,2021/7/28,47.5,1767,23.4,352.0,24.07,120.47,0.0,64133,31.6,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2741,2374,2021/7/28,47.9,1558,23.4,314.88,24.06,120.47,0.0,65100,31.6,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2742,2375,2021/7/28,53.0,500,23.4,99.84,24.07,120.48,10.35,260400,31.6,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2743,2376,2021/7/28,53.2,498,23.4,99.2,24.08,120.5,1.76,17,31.6,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2744,2377,2021/7/28,54.0,1320,23.4,278.4,24.09,120.52,0.0,121050,31.6,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2745,2378,2021/7/28,54.2,2478,23.4,498.56,24.04,120.52,2.21,4,31.6,AUO PM060MW3 320W,988.7 ,998.2 ,991.1 ,2021-07-28 22:39 ,986.5 ,2021-07-28 14:56 ,30.9 ,34.1 ,2021-07-28 13:27 ,27.7 ,2021-07-28 04:29 ,24.9 ,71 ,55 ,2021-07-28 12:17 ,2.1 ,200 ,10.6 ,200 ,2021-07-28 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.8 ,66.4 ,23.67 ,16.0 ,-4.3 ,9 ,2021-07-28 12:00 ,5.1 
2746,2381,2021/7/29,30.2,2327,22.6,492.8,24.107,120.44,4.63,4,30.7,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2747,2382,2021/7/29,30.2,1169,22.6,246.4,24.107,120.44,4.63,8,30.7,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2748,2385,2021/7/29,35.2,1252,22.6,267.52,24.08,120.52,-2.13,272292,31.1,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2749,2386,2021/7/29,43.2,1854,22.6,352.0,24.07,120.47,0.0,153100,31.1,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2750,2387,2021/7/29,46.9,1653,22.6,314.88,24.06,120.47,0.0,153104,31.1,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2751,2388,2021/7/29,52.3,2539,22.6,498.56,24.04,120.52,2.21,4,31.1,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2752,2389,2021/7/29,52.8,525,22.6,99.84,24.07,120.48,10.35,612417,31.1,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2753,2390,2021/7/29,53.7,1301,22.6,278.4,24.09,120.52,0.0,276483,31.1,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2754,2391,2021/7/29,55.2,524,22.6,99.2,24.08,120.5,1.76,17,31.1,AUO PM060MW3 320W,991.8 ,1001.4 ,993.8 ,2021-07-29 21:45 ,989.7 ,2021-07-29 15:45 ,30.0 ,33.6 ,2021-07-29 12:41 ,25.8 ,2021-07-29 05:13 ,25.0 ,76 ,58 ,2021-07-29 16:13 ,1.9 ,200 ,10.1 ,180 ,2021-07-29 14:25 ,3.5 ,0.9 ,2.5 ,2021-07-29 02:28 ,3.5 ,2021-07-29 02:28 ,7.4 ,55.9 ,21.94 ,15.4 ,3.8 ,9 ,2021-07-29 13:00 ,7.0 
2755,2396,2021/7/30,30.2,1785,19.77,492.8,24.107,120.44,4.63,4,30.1,AUO PM060MW3 320W,993.0 ,1002.7 ,994.3 ,2021-07-30 07:45 ,991.5 ,2021-07-30 16:44 ,29.7 ,32.7 ,2021-07-30 10:26 ,27.7 ,2021-07-30 05:25 ,24.3 ,73 ,61 ,2021-07-30 10:29 ,2.1 ,210 ,9.5 ,230 ,2021-07-30 11:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.0 ,18.57 ,15.3 ,-5.4 ,9 ,2021-07-30 12:00 ,7.5 
2756,2397,2021/7/30,30.2,896,19.77,246.4,24.107,120.44,4.63,8,30.1,AUO PM060MW3 320W,993.0 ,1002.7 ,994.3 ,2021-07-30 07:45 ,991.5 ,2021-07-30 16:44 ,29.7 ,32.7 ,2021-07-30 10:26 ,27.7 ,2021-07-30 05:25 ,24.3 ,73 ,61 ,2021-07-30 10:29 ,2.1 ,210 ,9.5 ,230 ,2021-07-30 11:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.0 ,18.57 ,15.3 ,-5.4 ,9 ,2021-07-30 12:00 ,7.5 
2757,2398,2021/7/30,31.8,959,19.77,267.52,24.08,120.52,-2.13,189708,30.6,AUO PM060MW3 320W,993.0 ,1002.7 ,994.3 ,2021-07-30 07:45 ,991.5 ,2021-07-30 16:44 ,29.7 ,32.7 ,2021-07-30 10:26 ,27.7 ,2021-07-30 05:25 ,24.3 ,73 ,61 ,2021-07-30 10:29 ,2.1 ,210 ,9.5 ,230 ,2021-07-30 11:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.0 ,18.57 ,15.3 ,-5.4 ,9 ,2021-07-30 12:00 ,7.5 
2758,2399,2021/7/30,37.9,1469,19.77,352.0,24.07,120.47,0.0,114842,30.6,AUO PM060MW3 320W,993.0 ,1002.7 ,994.3 ,2021-07-30 07:45 ,991.5 ,2021-07-30 16:44 ,29.7 ,32.7 ,2021-07-30 10:26 ,27.7 ,2021-07-30 05:25 ,24.3 ,73 ,61 ,2021-07-30 10:29 ,2.1 ,210 ,9.5 ,230 ,2021-07-30 11:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.0 ,18.57 ,15.3 ,-5.4 ,9 ,2021-07-30 12:00 ,7.5 
2759,2400,2021/7/30,42.5,1026,19.77,278.4,24.09,120.52,0.0,194175,30.6,AUO PM060MW3 320W,993.0 ,1002.7 ,994.3 ,2021-07-30 07:45 ,991.5 ,2021-07-30 16:44 ,29.7 ,32.7 ,2021-07-30 10:26 ,27.7 ,2021-07-30 05:25 ,24.3 ,73 ,61 ,2021-07-30 10:29 ,2.1 ,210 ,9.5 ,230 ,2021-07-30 11:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.0 ,18.57 ,15.3 ,-5.4 ,9 ,2021-07-30 12:00 ,7.5 
2760,2401,2021/7/30,44.8,410,19.77,99.84,24.07,120.48,10.35,457383,30.6,AUO PM060MW3 320W,993.0 ,1002.7 ,994.3 ,2021-07-30 07:45 ,991.5 ,2021-07-30 16:44 ,29.7 ,32.7 ,2021-07-30 10:26 ,27.7 ,2021-07-30 05:25 ,24.3 ,73 ,61 ,2021-07-30 10:29 ,2.1 ,210 ,9.5 ,230 ,2021-07-30 11:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.0 ,18.57 ,15.3 ,-5.4 ,9 ,2021-07-30 12:00 ,7.5 
2761,2402,2021/7/30,46.7,393,19.77,99.2,24.08,120.5,1.76,17,30.6,AUO PM060MW3 320W,993.0 ,1002.7 ,994.3 ,2021-07-30 07:45 ,991.5 ,2021-07-30 16:44 ,29.7 ,32.7 ,2021-07-30 10:26 ,27.7 ,2021-07-30 05:25 ,24.3 ,73 ,61 ,2021-07-30 10:29 ,2.1 ,210 ,9.5 ,230 ,2021-07-30 11:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.0 ,18.57 ,15.3 ,-5.4 ,9 ,2021-07-30 12:00 ,7.5 
2762,2403,2021/7/30,47.9,2093,19.77,498.56,24.04,120.52,2.21,4,30.6,AUO PM060MW3 320W,993.0 ,1002.7 ,994.3 ,2021-07-30 07:45 ,991.5 ,2021-07-30 16:44 ,29.7 ,32.7 ,2021-07-30 10:26 ,27.7 ,2021-07-30 05:25 ,24.3 ,73 ,61 ,2021-07-30 10:29 ,2.1 ,210 ,9.5 ,230 ,2021-07-30 11:59 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,34.0 ,18.57 ,15.3 ,-5.4 ,9 ,2021-07-30 12:00 ,7.5 
2763,2404,2021/7/31,30.2,1127,10.22,492.8,24.107,120.44,4.63,4,27.7,AUO PM060MW3 320W,992.4 ,1002.1 ,994.4 ,2021-07-31 11:45 ,989.8 ,2021-07-31 17:09 ,27.3 ,30.2 ,2021-07-31 10:01 ,24.2 ,2021-07-31 23:07 ,24.1 ,83 ,71 ,2021-07-31 14:58 ,1.9 ,190 ,11.1 ,190 ,2021-07-31 11:15 ,24.0 ,7.1 ,5.5 ,2021-07-31 22:52 ,15.5 ,2021-07-31 22:32 ,1.0 ,7.6 ,10.46 ,14.4 ,/ ,5 ,2021-07-31 14:00 ,8.9 
2764,2405,2021/7/31,30.2,571,10.22,246.4,24.107,120.44,4.63,8,27.7,AUO PM060MW3 320W,992.4 ,1002.1 ,994.4 ,2021-07-31 11:45 ,989.8 ,2021-07-31 17:09 ,27.3 ,30.2 ,2021-07-31 10:01 ,24.2 ,2021-07-31 23:07 ,24.1 ,83 ,71 ,2021-07-31 14:58 ,1.9 ,190 ,11.1 ,190 ,2021-07-31 11:15 ,24.0 ,7.1 ,5.5 ,2021-07-31 22:52 ,15.5 ,2021-07-31 22:32 ,1.0 ,7.6 ,10.46 ,14.4 ,/ ,5 ,2021-07-31 14:00 ,8.9 
